cd_sector,tx_sector_descr_nl,ms_avg_tot_net_taxable_inc,ms_median_net_taxable_inc
73083A491,LUIKERSTEENWEG,37968,29260
73083A503,SINT-MATERNUS,37182,29838
73083A513,KONINKSEM - PASPOEL,25826,19544
73083A592,SINT-MATERNUS KATZIJ,59697,45206
73083B000,KONINKSEM-KERN,NA,26837
73083B012,KONINKSEM - KASSEI,45985,38648
73083B091,KONINKSEM-VERSPREIDE BEWONING,NA,NA
73083C00-,NEERREPEN-KERN,42054,32160
73083C091,NEERREPEN-VERSPREIDE BEWONING,34190,22834
73083D001,RIKSINGEN-CENTRUM,43457,34142
73083D012,DASHOVEN-NOORD,38580,37588
73083D091,RIKSINGEN-VERSPREIDE BEWONING,50695,43606
73083D111,SCHABOT,33554,27233
73083E000,HENIS-CENTRUM,41138,35379
73083E091,HENIS - VERSPREIDE BEWONING,43586,35420
73083E112,DASHOVEN-ZUID,35956,30265
73083F002,KETSINGEN-KERN,37698,33030
73083F081,NOENELDEREN,42721,33040
73083F091,BERG-KERN,48306,35398
73083G00-,MAL-DORP,41514,30922
73083G082,MAL - JEKER,NA,32915
73083G091,MAL - VERSPREIDE BEWONING,NA,NA
73083G100,KLEIN MAL,39043,33490
73083H00-,SLUIZEN-KERN,34800,27140
73083H082,KERKEDRIES,NA,NA
73083H091,SLUIZEN - VERSPREIDE BEWONING,NA,26598
73083J000,NEREM-KERN,33045,27986
73083J082,NEREM - VERSPR. BEW.- ZUID,NA,NA
73083J091,SCHERPENBERG,NA,NA
73083K00-,VREREN-KERN,35628,29756
73083K013,KLEIN VELD,38311,32301
73083K082,KOGELHAAL,34673,28966
73083K091,KROMME GRACHT,37261,29156
73083K10-,DIETS-HEUR-KERN,30029,25792
73083K19-,DIETS-HEUR - VERSPR. BEWONING,36280,32639
73083L00-,RUTTEN-KERN,36731,29133
73083L09-,RUTTEN - VERSPREIDE BEWONING,31112,26842
73083M00-,LAUW-KERN,35738,26917
73083M09-,LAUW - VERSPREIDE BEWONING,41090,29554
73083N00-,WIDOOIE-KERN,NA,30400
73083N099,WIDOOIE - VERSPREIDE BEWONING,NA,NA
73083P00-,PIRINGEN-KERN,39240,31051
73083P012,PIRINGENSTEENWEG,41202,30868
73083P091,PIRINGEN - VERSPREIDE BEWONING,29225,26049
73083R00-,OVERREPEN-KERN,40838,30724
73083R09-,OVERREPEN-VERSPREIDE BEWONING,38662,33465
73083S000,'S HERENELDEREN-KERN,36538,31410
73083S090,'S HERENELDEREN - VERSPR. BEW.,48102,32230
73098A00-,WELLEN-CENTRUM,33480,27290
73098A01-,OVERBROEK,35581,28775
73098A022,PLATTESTRAAT - HOUTSTRAAT,42139,34258
73098A032,PAPEKELE,38693,31098
73098A091,ABSWELLEN,36862,28259
73098A10-,VROLINGEN-KERN,38886,31274
73098A191,VROLINGEN - KUKKELBERG,35847,26399
73098A20-,BOS,36087,28842
73098A290,BOSVELD - LANGENAKKER,36679,29292
73098A393,RUSSELT,41972,34942
73098B09-,HERTEN,43377,29897
73098C00-,BERLINGEN-KERN,30470,22785
73098C09-,BERLINGEN-VERSPREIDE BEWONING,37650,33643
73098D00-,ULBEEK-KERN,34963,32126
73098D082,BEURS,39189,32598
73098D091,ULBEEK - VERSPREIDE BEWONING,40908,32887
73107A001,MECHELEN-AAN-DE-MAAS-CENTRUM,33227,28119
73107A011,HEERSTRAAT,32313,28421
73107A042,KERKHOF,29111,23796
73107A053,DE ROOS HAGEN,28992,23688
73107A072,MECHELEN-AAN-DE-MAAS-INDUSTRIE,NA,23733
73107A08-,ACHTER HET KANAAL,31379,26465
73107A101,PROOSTERBOS,31663,26643
73107A112,DE HULST,39417,31237
73107A123,LOTEN,48139,33019
73107A134,DE MEYSBERG,40442,33481
73107A191,PRINSENPARK,40956,35242
73107A299,MECHELSE HEIDE,NA,NA
73107A302,MARIAHEIDE,27619,23389
73107A315,PELSHEI,39212,31748
73107A330,MARIAHOF,30455,26224
73107B00-,OPGRIMBIE-DORP,32277,26696
73107B01-,HEIKANT,37730,29774
73107B081,HEIWIJK - ONDER DE BERG,27773,24200
73107B090,DAALGRIMBIE,36736,23752
73107B0AP,KLEIN SPANJE,30073,23502
73107C00-,VUCHT-DORP,31550,26590
73107C091,HET BROEK,34494,32118
73107C101,MARIAHEIDE,24334,21648
73107C112,ROSHAAG,30029,25020
73107C122,LOO,40192,35238
73107D000,EISDEN-DORP,29194,22835
73107D022,SCHIETSKUIL,24418,21437
73107D091,POMPSTATION,36559,28791
73107D101,PAUWENGRAAF,25006,21130
73107D112,BEREMSHEUVEL,23510,20771
73107D123,DRAAIMORTEL,35193,28083
73107D201,TUINWIJK,31568,26151
73107D212,VERLENGDE PAUWENGRAAF,26506,23272
73107D222,BOFINEX,51186,38036
73107D281,LIMBURG - MAAS,NA,NA
73107D293,EISDEN - SPORTCENTRUM,NA,NA
73107E000,LEUT-KERN,38302,30326
73107E090,LEUT - VERSPREIDE BEWONING,36956,29999
73107F000,MEESWIJK-KERN,35031,31064
73107F090,MEESWIJK - VERSPREIDE BEWONING,40311,40203
73107G000,BOORSEM-CENTRUM,35574,28968
73107G09-,MONNIKHOF - ZIJPBEEL,35267,28343
73107G10-,KOTEM,30904,26449
73107G112,KOTEM - UITBREIDING,41200,37431
73107G199,MAAS - VERSPREIDE BEWONING,38281,28470
73107G29-,STORMVOGEL,32279,25957
73107H00-,UIKHOVEN-CENTRUM,34429,28466
73107H010,STEEGSTRAAT - LINDJESWEG,38004,33511
73107H090,UIKHOVEN - VERSPREIDE BEWONING,31443,29194
73109A000,'S GRAVENVOEREN-KERN,34590,25845
73109A012,SCHOPPEM,37363,31992
73109A091,'S GRAVENVOEREN -VERSPR. BEW.,41490,34416
73109B000,SINT-MARTENS-VOEREN-KERN,32259,25653
73109B012,PLANK,40908,28841
73109B023,VEURS,45031,35053
73109B091,ST.-MARTENS-VOEREN-VERSPR.BEW.,38606,29878
73109C000,TEUVEN-KERN,36983,33979
73109C08-,NUROP,34925,23852
73109C090,SINNICH,31070,27925
73109D00-,REMERSDAAL-KERN,31982,24228
73109D09-,REMERSDAAL-VERSPREIDE BEWONING,33371,27611
73109E00-,SINT-PIETERS-VOEREN-KERN,37970,35220
73109E09-,ST.-PIETERS-VOEREN-VERSPR.BEW.,43591,26518
73109F00-,MOELINGEN - KERN,32905,27448
73109F012,WIT-HUIS,NA,29625
73109F091,MOELINGEN-VERSPREIDE BEWONING,NA,25622
81001A00-,SAINT-DONAT,25532,21154
81001A01-,ARLON-CENTRE-SUD,39971,27780
81001A02-,SAINT-MARTIN,38635,26021
81001A031,ARLON-CENTRE-NORD,40017,31556
81001A042,HUNEBORG,37183,27777
81001A053,STE CROIX,42463,33870
81001A10-,SPETZ,49262,36060
81001A201,SEMOIS,40507,32857
81001A212,PATTON,35729,28448
81001A22-,SESSELICH-CENTRE,NA,NA
81001A232,SESSELICH-NORD,64148,46243
81001A273,PATTON - ZONING,NA,NA
81001A291,SESSELICH - HABITATIONS DISP.,61733,40008
81001A301,GALGENBERG,38772,31108
81001A312,SAINT-DIE,28383,24284
81001A401,PETITE GAICHEL,46942,36144
81001A412,ARLON - CIMETIERE,37277,31035
81001B000,AUTELBAS-CENTRE,54658,42730
81001B01-,CLAIREFONTAINE,NA,26325
81001B090,AUTELBAS - HABITATIONS DISP.,51791,33678
81001B100,STERPENICH-CENTRE,61951,43317
81001B19-,STERPENICH - HABITATIONS DISP.,71496,49276
81001B20-,AUTELHAUT-CENTRE,51281,36978
81001B29-,AUTELHAUT - HABITATIONS DISP.,65755,48452
81001B30-,WEYLER-CENTRE,43148,32536
81001B3MA,WEYLER - ZONE ARTISANALE,NA,NA
81001B3PA,WEYLER - AUF DER KIEMERCHEN/SEYLERHOFF/BIFF/BIREL,39785,27296
81001C00-,HEINSCH-CENTRE,47754,36137
81001C012,BRESSE,42468,37407
81001C023,HEINSCH - EXTENSION,57720,40510
81001C091,HEINSCH-HABITATIONS DISPERSEES,70022,55932
81001C10-,FREYLANGE-CENTRE,44112,35268
81001C19-,FREYLANGE - HABITATIONS DISP.,54088,54964
81001C200,STOCKEM-CENTRE,39323,31517
81001C211,STOCKEM - NEUVE,40368,35037
81001C220,STOCKEM - CASERNE,31112,29900
81001C23-,POSTERIE,45917,35029
81001C242,HYDRION,38096,29779
81001C290,STOCKEM-HABITATIONS DISPERSEES,NA,NA
81001C30-,SCHOPPACH-CENTRE,37902,30660
81001C312,HALBARDIER,49245,41742
81001C391,SCHOPPACH - HABITATIONS DISP.,59932,43808
81001C40-,FOUCHES-CENTRE,43018,33520
81001C41-,HEIDEN - CHAUSSEE ROMAINE,44640,36123
81001C482,KOHLENWEG - POLKNAPP,NA,NA
81001C49-,FOUCHES - HABITATIONS DISP. WOLFSKAUL - LIESBACH,51804,39500
81001C50-,SAMPONT-CENTRE,43969,31568
81001C59-,SAMPONT-HAB.DISP.-TRANSCHIER,56911,48313
81001D00-,BONNERT-CENTRE,54630,37372
81001D01-,SCHERENSCHLEIFFER,43008,32999
81001D022,VERS FRASSEM,53822,41445
81001D033,QUATRE VENTS,38577,30047
81001D091,BONNERT-HABITATIONS DISPERSEES,55332,43521
81001D10-,FRASSEM-CENTRE,64912,45393
81001D112,FRASSEM - EXTENSION,52298,38792
81001D1AB,SEYMERICH,69416,51954
81001D1PB,FRASSEM-SEIGHECK/GUSSISBOUR/PEIFFESHOFF,74768,44780
81001D20-,WALZING-CENTRE,49641,42563
81001D212,VAL VERT,63918,46951
81001D223,PETITE GAICHEL,44731,36092
81001D291,WALZING-HABITATIONS DISPERSEES,78580,51980
81001D300,VIVILLE-CENTRE,45499,35699
81001D390,VIVILLE-HABITATIONS DISPERSEES,58333,40230
81001E00-,GUIRSCH-CENTRE,56063,38019
81001E01-,HECKBOUS-CENTRE,69231,49749
81001E09-,HECKBOUS - HABITATIONS DISP.,42559,28062
81001F000,TOERNICH-CENTRE,40889,33603
81001F090,TOERNICH - HABITATIONS DISP.,76205,57219
81001F100,UDANGE-CENTRE,51073,38747
81001F190,UDANGE-HABITATIONS DISPERSEES,66792,57014
81003A00-,ATTERT-CENTRE,50579,36856
81003A01-,GRENDEL,45801,34412
81003A022,AV. DE LA LIBERATION,70430,51274
81003A033,ATTERT NORD,66981,51379
81003A091,ATTERT-HABITATIONS DISPERSEES,37417,31010
81003A10-,POST,57627,48237
81003A112,SCHADECK - EXTENTION,64508,54775
81003A191,SCHADECK - HABITATIONS DISP.,68306,61940
81003A20-,SCHOCKVILLE-CENTRE,55104,40292
81003A29-,SCHOCKVILLE-RODENHOF-HAB.DISP.,49370,25694
81003B00-,TONTELANGE-CENTRE,69003,39859
81003B09-,TONTELANGE - HABITATIONS DISP.,91952,44782
81003B100,METZERT-CENTRE,51957,37347
81003B190,METZERT-HABITATIONS DISPERSEES,59412,54213
81003C000,THIAUMONT-CENTRE,53810,28799
81003C010,TATTERT,64029,39651
81003C090,THIAUMONT - HABITATIONS DISP.,NA,NA
81003C10-,LISCHERT-CENTRE,51967,40701
81003C19-,LISCHERT-HABITATIONS DISP.,NA,76030
81003C200,LOTTERT-CENTRE,58628,46144
81003C290,LOTTERT-HABITATIONS DISPERSEES,55584,45733
81003D000,NOBRESSART-CENTRE,57193,38713
81003D090,NOBRESSART - HABITATIONS DISP.,115886,68613
81003D10-,HEINSTERT-CENTRE,42289,32880
81003D19-,HEINSTERT - HABITATIONS DISP.,77716,53443
81003E000,NOTHOMB-CENTRE,53415,42481
81003E090,NOTHOMB-HABITATIONS DISPERSEES,49108,35170
81003E10-,PARETTE-CENTRE,NA,30949
81003E19-,PARETTE-HABITATIONS DISPERSEES,NA,NA
81004A001,AUBANGE-CENTRE,34955,28934
81004A01-,CENTRE-CHEM DE FER S.(FRONT.),36852,31548
81004A022,KIM,34144,28731
81004A033,AUBANGE-NORD-OUEST,38586,32990
81004A0NA,ZONING INDUSTRIEL,NA,NA
81004A0PA,AUTRE,NA,37160
81004B00-,ATHUS-CENTRE,30051,24756
81004B01-,ATHUS-CENTRE EST,33408,29991
81004B02-,ATHUS-CENTRE SUD,28133,23878
81004B03-,ATHUS-CENTRE SUD-EST,27091,23803
81004B07-,COCKERILL,NA,NA
81004B09-,RODENBUSCH,19290,17075
81004B100,GUERLANGE-CENTRE,46767,37318
81004B112,WOSWEILER,52160,44291
81004B191,GUERLANGE - HABITATIONS DISP.,NA,55444
81004B21-,CHEMIN DE FER OUEST,38990,33126
81004B22-,ATHUS P.P.T.,38660,36515
81004B31-,HOME LORRAIN,23064,20303
81004B32-,LE BOIS D'ATHUS (SPORT),39215,35532
81004C00-,HALANZY-CENTRE,37089,31108
81004C09-,HALANZY - HABITATIONS DISP.,44996,34614
81004C10-,BATTINCOURT-CENTRE,41692,32810
81004C19-,BATTINCOURT -HABITATIONS DISP.,46075,41848
81004C200,AIX-SUR-CLOIE-CENTRE,43047,34739
81004C290,AIX-SUR-CLOIE - HAB. DISP.,54233,42913
81004D000,RACHECOURT-CENTRE,48403,36147
81004D090,RACHECOURT - HABITATIONS DISP.,48943,49414
81013A000,MARTELANGE-CENTRE,33514,27039
81013A012,LE SANGLIER,42640,36328
81013A091,MARTELANGE - HABITATIONS DISP.,45543,34931
81013A10-,RADELANGE-CENTRE,37399,30186
81013A19-,RADELANGE - HABITATIONS DISP.,47949,42934
81013A20-,GRUMELANGE-CENTRE,40865,34075
81013A212,GRUMELANGE EXTENSION,NA,39826
81013A291,GRUMELANGE - HABITATIONS DISP.,NA,NA
81015A001,MESSANCY-CENTRE,40896,31598
81015A012,MESSANCY - CHATEAU,38407,29978
81015A022,COTE DE CLERENCY,52815,48071
81015A0PA,ZONING,59763,37361
81015A200,LONGEAU-CENTRE,38880,30889
81015A290,LONGEAU-HABITATIONS DISPERSEES,61766,49581
81015A300,DIFFERT-CENTRE,29959,24844
81015A390,DIFFERT-HABITATIONS DISPERSEES,NA,NA
81015A400,TURPANGE-CENTRE,46813,34821
81015A490,TURPANGE - HABITATIONS DISP.,NA,NA
81015B000,SELANGE-CENTRE,48744,38567
81015B090,SELANGE-HABITATIONS DISPERSEES,50909,45492
81015C000,HABERGY-CENTRE,46362,38861
81015C01-,GUELFF,53579,37887
81015C090,HABERGY-HABITATIONS DISPERSEES,59632,57861
81015C10-,BELANGE-CENTRE,44112,33717
81015C19-,BELANGE-HABITATIONS DISPERSEES,63424,42247
81015D001,WOLKRANGE-CENTRE,55611,38369
81015D012,BUVANGE,51664,41203
81015D090,WOLKRANGE - HABITATIONS DISP.,71646,59527
81015E000,HONDELANGE - CENTRE,53082,37118
81015E090,HONDELANGE - HABITATIONS DISP.,42779,42409
82003A00-,BASTOGNE-CENTRE,24341,20903
82003A01-,BASTOGNE-EGLISE-PT SEMINAIRE,25271,22021
82003A020,BAS QUARTIER - RUE DE BASTOGNE,31866,26259
82003A03-,BASTOGNE CENTRE - OUEST,27080,22138
82003A0MA,ZONING INDUSTRIEL D'ISLE LA HESSE,NA,NA
82003A0PA,ISLE LA HESSE,42622,32044
82003A10-,BASTOGNE-CENTRE-NORD-OUEST,34678,26329
82003A113,BASTOGNE - CROIX ROUGE,39055,33652
82003A12-,BASTOGNE - CASERNE - HOPITAL,24690,20385
82003A20-,ROUTE DE NEUFCHATEAU,31625,26421
82003A212,WACHENOULE,38831,30005
82003A22-,CROIX BLANCHE - WACHENOULE,33296,29974
82003A40-,SENOUCHAMPS-CENTRE,27553,22892
82003A4PN,PERIPHERIE SENONCHAMPS,33966,28458
82003A5PN,ILE-LES-PRE,41253,36085
82003A60-,SAVY-CENTRE,37326,31260
82003A69-,SAVY-HABITATIONS DISPERSEES,38160,32820
82003A70-,HEMROULLE,34186,27305
82003A790,HEMROULLE - HABITATIONS DISP.,NA,35177
82003B00-,WARDIN-CENTRE,39824,31191
82003B09-,WARDIN-HABITATIONS DISPERSEES,41343,35556
82003B10-,BRAS-CENTRE,32486,26970
82003B19-,BRAS-FRONTIERE - HABIT.DISP.,46021,40850
82003B20-,MARVIE-CENTRE,33510,27929
82003B29-,MARVIE-ROUTE - HAB. DISP.,45825,35033
82003B30-,MONT-CENTRE,44562,29143
82003B39-,MONT - HAB. DISP.-FERME DUMONT,43261,33891
82003B40-,BIZORY-CENTRE,22471,18438
82003B49-,BIZORY-HABITATIONS DISPERSEES (CHEMINS DE BASTOGNE NOVILLE),44352,42946
82003B500,HAUTE - MAGERET,29342,25700
82003B512,BASSE - MAGERET,40694,32097
82003B591,MAGERET-HABITATIONS DISPERSEES,46090,44592
82003B60-,BENONCHAMPS-CENTRE,35331,30988
82003B69-,BENOMCHAMPS-HABITATIONS DISP.,33013,27409
82003C00-,VILLERS-LA-BONNE-EAU-CENTRE,37623,39514
82003C09-,VILLERS-LA-B0NNE-EAU-HAB.DISP.,NA,NA
82003C10-,LUTREMANGE-CENTRE,34615,31139
82003C19-,LUTREMANGE - HABITATIONS DISP.,48750,29991
82003C20-,LIVARCHAMPS-CENTRE,NA,NA
82003C29-,LIVARCHAMPS-HABITATIONS DISP.,NA,NA
82003C300,LUTREBOIS-CENTRE,38054,32385
82003C390,LUTREBOIS - HABITATIONS DISP.,63966,47110
82003C49-,REMOIFOSSE,NA,NA
82003C59-,LOSANGE,NA,NA
82003D00-,NOVILLE-CENTRE,36952,34074
82003D01-,COBRU,33791,30268
82003D09-,NOVILLE-HABITATIONS DISPERSEES,50019,37563
82003D10-,FOI-CENTRE,34296,31374
82003D19-,FOI - HABITATIONS DISPERSEES,39085,32255
82003D20-,RECOGNE-CENTRE,29298,24971
82003D29-,RECOGNE-HABITATIONS DISPERSEES,51760,48503
82003D30-,VAU-CENTRE,32391,28048
82003D39-,VAU - HABITATIONS DISPERSEES,44154,40188
82003D40-,WICOURT-CENTRE,NA,NA
82003D4PN,PERIPHERIE WICOURT,37543,29483
82003D50-,RACHAMPS-CENTRE,39078,29658
82003D51-,HARDIGNI,31716,28196
82003D59-,HARDIGNI-RACHAMPS - HAB. DISP.,44307,37167
82003D600,LUZERI-CENTRE,36473,28451
82003D690,LUZERI-HABITATIONS DISPERSEES,NA,42674
82003E00-,LONGVILLY-CENTRE,32850,30454
82003E09-,LONGVILLY - HABITATIONS DISP.,NA,44335
82003E10-,ARLONCOURT-CENTRE,41995,35886
82003E19-,ARLONCOURT - HABITATIONS DISP.,37655,33482
82003E20-,MICHAMPS,37821,34350
82003E21-,AUBOURCI,NA,NA
82003E29-,HORITIME - CHEMIN DES PELERINS,37898,33133
82003E30-,MOINET-CENTRE,31192,25066
82003E39-,MOINET-HABITATIONS DISPERSEES,43650,40363
82003E40-,BOURCY-CENTRE,33173,27340
82003E49-,BOURCY-HABITATIONS DISPERSEES,42142,35439
82005A00-,BERTOGNE-CENTRE,31933,26053
82005A09-,BERTOGNE - HABITATIONS DISP.,40415,32738
82005A10-,BETHOMONT-CENTRE,NA,NA
82005A19-,BETHOMONT - HABITATIONS DISP.,NA,NA
82005A20-,COMPOGNE-CENTRE,36077,28400
82005A21-,RASTATE,31646,30876
82005A22-,VIVROU,NA,NA
82005A29-,COMPOGNE - HABITATIONS DISP.,40250,32281
82005B00-,LONGCHAMPS-CENTRE,36376,27684
82005B01-,MONAVILLE,33113,23480
82005B02-,WITHIMONT,43265,36140
82005B03-,FAYIS,NA,NA
82005B091,ROLLEY,46807,43501
82005B30-,CHAMPS-CENTRE,34782,27568
82005B310,ROUETTE-CENTRE,29254,19077
82005B390,CHAMPS-ROUETTE-HAB. DISP.,41854,38534
82005B40-,MANDE SAINT-ETIENNE - CENTRE,39411,33064
82005B410,FLAMISOULE-CENTRE,NA,NA
82005B490,MANDE SAINT-ETIENNE-FLAMISOULE HABITATIONS DISPERSEES,45850,38569
82005C00-,FLAMIERGE-CENTRE,32331,27110
82005C01-,TRONLE,NA,NA
82005C09-,FLAMIERGE - HABITATIONS DISP.,40377,31670
82005C10-,SALLE-CENTRE,31802,22222
82005C11-,TROIS-MONTS-CENTRE,NA,NA
82005C122,TROIS-MONTS EST,NA,NA
82005C191,SALLE - TROIS-MONTS -HAB.DISP.,NA,31688
82005C20-,GIVROULLE-CENTRE,29447,24113
82005C29-,GIVROULLE -HABITATIONS DISP.,42545,35001
82005C30-,GIVRY-CENTRE,34967,27475
82005C31-,FRENET,NA,NA
82005C39-,GIVRY-HABITATIONS DISPERSEES,44580,35291
82005C40-,GIVES-CENTRE,38670,31503
82005C49-,GIVES-HABITATIONS DISPERSEES,NA,NA
82005C50-,WIGNY-CENTRE,NA,NA
82005C59-,WIGNY-HABITATIONS DISPERSEES,NA,NA
82005C60-,ROUMONT-CENTRE,NA,NA
82005C681,MORIVILLE,NA,NA
82005C69-,ROUMONT-HABITATIONS DISPERSEES,NA,NA
82009A00-,FAUVILLERS-CENTRE,38577,29493
82009A09-,BARRIERE TRAQUEBOIS-HAB.DISP.,44425,36950
82009A10-,BODANGE-CENTRE,39582,27898
82009A19-,BODANGE-HABITATIONS DISPERSEES,NA,NA
82009A20-,MENUFONTAINE-CENTRE,49392,37620
82009A21-,HOTTE-CENTRE,41054,28179
82009A29-,MENUFONTAINE - HOTTE-HAB.DISP.,51643,48047
82009A30-,WISEMBACH-CENTRE,34417,31990
82009A39-,WISEMBACH - HABITATIONS DISP.,NA,NA
82009B00-,TINTANGE-CENTRE,36474,29038
82009B09-,TINTANGE - HABITATIONS DISP.,48560,43511
82009B100,WARNACH-CENTRE,38800,33168
82009B190,WARNACH-HABITATIONS DISPERSEES,49920,50079
82009C00-,HOLLANGE-CENTRE,30506,25616
82009C09-,HOLLANGE - HABITATIONS DISP.,51670,44062
82009C100,HONVILLE-CENTRE,39910,26063
82009C190,HONVILLE - HABITATIONS DISP.,NA,NA
82009C20-,STRAINCHAMPS BAS,35150,27521
82009C212,STRAINCHAMPS HAUT,NA,NA
82009C291,STRAINCHAMPS - HAB. DISP.,NA,NA
82009C30-,BURNON-CENTRE,NA,NA
82009C39-,BURNON-HABITATIONS DISPERSEES,45676,50198
82009C40-,SAINLEZ-CENTRE,31296,24814
82009C49-,SAINLEZ-HABITATIONS DISPERSEES,57044,53904
82009C59-,MALMAISON,33053,30477
8201410PQ,RANDOUX,NA,NA
82014A00-,HOUFFALIZE-CENTRE,26378,21293
82014A01-,VILLE OUEST,38837,36726
82014A02-,VILLE NORD,27548,19112
82014A09-,CHAMPS ET FORETS,44172,36405
82014B00-,MABOMPRE-CENTRE,34721,30861
82014B09-,RANDOUX-HABITATIONS DISPERSEES,36824,28695
82014B10-,VELLEREUX-CENTRE,32699,26541
82014B19-,VELLEREUX - HABITATIONS DISP.- MOULIN RAFSADAY,NA,33027
82014B20-,ENGREUX-CENTRE,44726,31317
82014B262,ADEPS - CERCLE NAUTIQUE,NA,NA
82014B291,ENGREUX - HABITATIONS DISP.,42954,34422
82014B30-,BONNERUE-CENTRE,34389,23201
82014B39-,BONNERUE - HABITATIONS DISP.,44784,36787
82014C001,NADRIN-CENTRE,31333,26868
82014C012,OLLOMONT,NA,NA
82014C022,HEROU,NA,39422
82014C091,NADRIN-HABITATIONS DISPERSEES,36356,30158
82014C10-,FILLY-CENTRE,30479,26355
82014C19-,FILLY - HABITATIONS DISPERSEES,25730,24101
82014D00-,WIBRIN-CENTRE,30133,23489
82014D09-,WIBRIN-HABITATIONS DISPERSEES,37214,31759
82014D10-,ACHOUFFE-CENTRE,NA,NA
82014D19-,ACHOUFFE - HABITATIONS DISP.,NA,NA
82014D20-,GRANDE MORMONT,31494,24855
82014D212,PETITE MORMONT,NA,NA
82014D291,MORMONT-HABITATIONS DISPERSEES,NA,NA
82014E001,TAILLES-CENTRE,38435,31957
82014E012,LES CENSES - LES COLAS,32290,29699
82014E09-,COLAS - FOND,NA,NA
82014E199,CEDROGNE,NA,NA
82014E20-,CHABREHEZ-CENTRE,34486,21599
82014E29-,CHABREHEZ - HABITATIONS DISP.,NA,NA
82014F00-,MONT-CENTRE,33848,26556
82014F09-,MONT - HABITATIONS DISPERSEES,40054,32798
82014F10-,FONTENAILLE-CENTRE,NA,NA
82014F19-,FONTENAILLE -HABITATIONS DISP.,NA,23335
82014F20-,TAVERNEUX-CENTRE,31400,28853
82014F29-,TAVERNEUX - HABITATIONS DISP.,30523,27222
82014F301,TOUR - WILOGNE-CENTRE,27671,23072
82014F312,DINEZ,29472,24413
82014F390,TOUR-WILOGNE-DINEZ-HAB. DISP.,39272,41563
82014F40-,SOMMERAIN-CENTRE,36209,32671
82014F49-,SOMMERAIN - HABITATIONS DISP.,40910,32556
82014G00-,TAVIGNY-CENTRE,29487,27377
82014G01-,WANDEBOURCY,NA,NA
82014G09-,TAVIGNY-HABITATIONS DISPERSEES,34866,35830
82014G100,BURET-CENTRE,30643,25271
82014G112,BURET - GARE,37136,35386
82014G191,BURET - HABITATIONS DISP.,33616,36724
82014G200,BOEUR-CENTRE,33552,31761
82014G290,BOEUR - HABITATIONS DISPERSEES,NA,NA
82014G30-,VISSOULE,37639,27873
82014G31-,ALHOUMONT-CENTRE,34567,27730
82014G32-,COWAN-CENTRE,NA,NA
82014G39-,COWAN - ALHOUMONT - HAB. DISP.,34412,30201
82014G40-,CETTURU-CENTRE,NA,NA
82014G49-,CETTURU - LIHERAIN - HAB.DISP.,51210,34388
82032A00-,VIELSALM-CENTRE,28815,22427
82032A01-,VIELSALM - GARE,23083,18883
82032A020,PRIESMONT,35621,26705
82032A032,CAHAY,22475,18759
82032A083,ANCIENNES CARRIERES,NA,NA
82032A0PB,"HERMANMONT, LA VALLEE",35142,31499
82032A10-,VILLE DU BOIS-CENTRE,31260,27155
82032A1PA,"BEAUFAYI, BARECHIN,ROND CHENE,NOIRCHAMPS",34117,29145
82032A20-,NEUVILLE-CENTRE,33028,27575
82032A29-,NEUVILLE - HABITATIONS DISP.,NA,NA
82032A30-,BECHE-CENTRE,33945,28440
82032A39-,BECHE - HABITATIONS DISPERSEES,42937,26297
82032A40-,SALMCHATEAU-CENTRE,25369,21272
82032A49-,SALMCHATEAU -HABITATIONS DISP.,NA,NA
82032A50-,RENCHEUX-CENTRE,28414,24155
82032A59-,RENCHEUX - HABITATIONS DISP.,NA,NA
82032A60-,BURTONVILLE-CENTRE,31004,27775
82032A69-,BURTONVILLE -HABITATIONS DISP.,NA,NA
82032A70-,LA COMTE-CENTRE,NA,NA
82032A79-,LA COMTE - HABITATIONS DISP.,NA,NA
82032A80-,GORONNE-CENTRE,33331,25026
82032A892,SUR DES SARS- CHAP.DE PELEMONT,43096,38917
82032B00-,PETIT-THIER-CENTRE,35551,30369
82032B012,ROUTE DE MONT-LE-SOIE,NA,NA
82032B091,PETIT-THIER-HABITATIONS DISP.,35366,30197
82032B30-,COMMANSTER,30857,26188
82032B39-,COMMANSTER - HABITATIONS DISP.,NA,NA
82032C00-,BIHAIN-CENTRE,37416,24932
82032C09-,BIHAIN-HABITATIONS DISPERSEES,46884,39378
82032C100,OTRE-CENTRE,37661,30996
82032C190,OTRE - HABITATIONS DISPERSEES,26595,21332
82032C20-,PETITES-TAILLES-CENTRE,NA,NA
82032C29-,PETITES-TAILLES - HAB. DISP.,NA,NA
82032C300,REGNE-CENTRE,33874,28147
82032C390,REGNE - HABITATIONS DISPERSEES,NA,NA
82032C40-,HEBRONVAL-CENTRE,31743,24128
82032C49-,HEBRONVAL - HABITATIONS DISP.,43709,35780
82032C50-,FRAITURE-CENTRE,33546,26085
82032C59-,FRAITURE - HABITATIONS DISP.,23064,20576
82032C600,VALLEE DU GLAIN-CENTRE,29239,26688
82032C690,VALLEE DU GLAIN - HAB. DISP.,31029,25450
82032C70-,PROVEDROUX-CENTRE,30639,30358
82032C79-,PROVEDROUX - BOIS,NA,33583
82032C802,JOUBIEVAL,29269,26852
82032C891,LES SARTS - FAGNE-EN-MIRENNE,NA,NA
82032D00-,GRAND-HALLEUX-CENTRE,25288,21548
