cd_sector,tx_sector_descr_nl,ms_avg_tot_net_taxable_inc,ms_median_net_taxable_inc
11024A1PA,VUILE PLAS - PANNEBOSSEN,60724,38486
11024A200,KONTICH - KAZERNEN,48628,34649
11024A210,NIEUW KONTICH,45202,31268
11024A220,SCHEIHAGEN,49911,37262
11024A280,BOUTERSEM - BROEKBOS,52456,36330
11024A291,BABBELKROON - DUFFELSE HOEK,65259,43352
11024A30-,VERBRANDE HOEVE,52113,37228
11024A412,REEP,61334,42153
11024A423,WILDVELD,52233,39462
11024A434,TANGHOF,105298,52946
11024B00-,WAARLOOS-KERN,38341,29535
11024B012,KERKEVELDEN,43053,32368
11024B08-,TERBEECK,43485,34350
11024B091,BEEKBOSHOEK,51336,39899
11024B190,DE KEIZERENBERG,53830,32564
11025A000,LINT-CENTRUM,39430,29363
11025A01-,NIEUW KWARTIER,40577,29619
11025A02-,LINTZ-VELD,48279,36560
11025A042,MOEDERHOEVE,58377,40489
11025A053,SCHUURVELD,50818,37778
11025A08-,BEEKHOEK,NA,35792
11025A091,ROETAARDSHOEK,47003,40544
11025A184,LOUWERIJK,52917,36835
11025A19-,LUITERSHEIDE,NA,34371
11029A00-,OUDE-GOD,35202,26954
11029A01-,TOMMELT,43837,32754
11029A02-,HOF VAN RIETH,44582,33555
11029A041,FORTSTRAAT,40531,27473
11029A07-,VREDEBAAN,35829,27714
11029A10-,MORTSEL - DORP,38308,27438
11029A11-,SINT-JOZEF,40472,30447
11029A12-,DRABSTRAAT,44649,33485
11029A13-,SAVELKOUL,40444,30419
11029A14-,CANTECROY,37961,30024
11029A172,HEIRBAAN,34804,27646
11029A191,GASTHUISHOEVEN,NA,14794
11029A201,LUITHAGEN,37420,28199
11029A211,DIESEGHEM,51568,35913
11029A22-,OOSTERVELD,44202,29164
11029A232,AGFA-GEVAERT,52188,34410
11029A242,TEN DORPE,46511,32888
11029A27-,VARENTHOF,34013,29353
11029A282,VLIEGVELD,15905,16487
11029A301,ZILVERBEEK,46290,34344
11029A372,SINT-AMEDEUS,NA,NA
11030A00-,NIEL-CENTRUM,34177,28378
11030A01-,NIEL - DORP-OOST,34739,27644
11030A02-,NIEL - DORP-WEST,36614,30938
11030A03-,NIELSE MATEN,40297,33076
11030A052,NIEL - BIEZERD-WEST,NA,NA
11030A091,BROEK,NA,20189
11030A10-,HELLEGAT - STEENBAKKERIJEN,40682,33381
11030A17-,POTAARDESTRAAT,45900,36026
11035A000,RANST-CENTRUN,38877,31115
11035A01-,DOGGENHOUT,42999,34462
11035A022,ZEVENBERGEN,37740,28685
11035A08-,SCHAPENVONDER,46111,28713
11035A091,GROT-STREPENHOEVE,46487,33572
11035A10-,MILLEGEM,48253,34530
11035A20-,SPRUITERSHOF,52130,32909
11035A29-,SCHAWIJK,43954,35256
11035A30-,VERLOREN KOST,40564,34655
11035A39-,TUSSEN MAAS EN MOOR -HOGE AARD,34247,25578
11035B00-,OELEGEM-CENTRUM,38700,28950
11035B010,SCHRANSHOEVE,43850,34005
11035B02-,EVERHOEK,46413,34354
11035B032,LINDBERGHOEVE,51951,36887
11035B043,KNOD,41885,33376
11035B080,BOLKERHOEVE,32210,25318
11035B091,RUNDVOORT - VRIESEL,37470,31964
11035B19-,HALSE HOEK,42328,25345
11035B2MA,TER STRATEN,34791,30953
11035B2PA,VERLOREN VELDEN,34656,28115
11035C00-,BROECHEM-CENTRUM,41716,29758
11035C01-,VELD - HET LOO,42193,31812
11035C022,BROOT,51833,41059
11035C081,NIERLENDERS,43403,30606
11035C09-,DE BIEST,39219,27026
11035C19-,MOLLENT,34174,24558
11035C29-,VREMDERHOEVEN,32714,23393
11035C39-,MOOR,40146,29340
11035D001,EMBLEM-CENTRUM,40744,30600
11035D012,HOOG -TONGEL -VEN -LEEUWERIK,46327,33520
11035D082,BOLLAAK,NA,NA
11035D0AA,HET TOREKEN,48206,35739
11035D0PA,DE HEIDE VELDEN,47358,32259
11035D10-,HET ALLIERS,44157,34445
11035D19-,ALLIERS HEIDE,45506,35444
11035D29-,BRITSE BASIS,NA,NA
11037A01-,KLEINE LANDEIGENDOM,48735,39562
11037A02-,STEENBERGHOEK,36880,30879
11037A032,MORENHOEK,NA,49033
11037A080,STEENBAKKERIJEN,NA,33032
11037A091,AUTOSNELWEG,42925,32286
11037A0ON,RUMST-CENTRUM,36025,27087
11037A10-,VOSBERG,45353,33184
11037A19-,LAZERNIJ - HOGE VOSBERG,47921,34282
11037B00-,TERHAGEN-KERN,34775,28061
11037B01-,1 MEI-BUURT,35977,26401
11037B022,MOLLEVELD,33882,26258
11037B091,STEENBAKKERIJEN,43276,36369
11037C000,REET-CENTRUM,42723,30408
11037C010,REET-DORP-NOORD,48697,35596
11037C022,CLEMENSHOEK,57133,40900
11037C081,REET-VERSPR. BEW.-ZUIDWEST,50124,32523
11037C090,MORENHOEK - BEURS,44016,34194
11037C100,DE VAART,48636,36678
11037C110,PREDIKHERENHOEVE,54826,42359
11037C12-,TURKIJE,44144,36711
11037C180,PIERSTRAAT,45333,36820
11037C19-,GROTE PAEPENDAELEN,44222,25942
11037C20-,STATIE,32949,24134
11038A000,SCHELLE-DORP,39686,31341
11038A010,MIKMAN,41262,33659
11038A020,MAAIENHOEK,34133,26997
11038A030,LAARHOEK,46437,37085
11038A04-,BOERENHOEK,47778,40355
11038A070,LAAR,55357,35603
11038A090,ZINKVAL - SPELTEN,NA,31032
11038A1AR,KOEKOEK,55968,33438
11038A1BR,TULPENAREN,NA,NA
11039A00-,SCHILDE-DORP,40680,31763
11039A010,LINDENHOEK,39016,31139
11039A02-,SCHILDE-CENTRUM-TURNHOUTSEBAAN,36802,27460
11039A03-,DE REST,45377,31762
11039A04-,PICARDIE,44100,29436
11039A081,SCHILDEHOF - SPREEUWENBERG,49113,31086
11039A09-,HET MOER,48002,28767
11039A10-,BERGEN-ZUID,64401,37423
11039A11-,BERGEN-NOORD,68130,37117
11039A122,DE LOOCK,59994,34485
11039A20-,DEN DRIJHOEK-NOORD,49623,32945
11039A21-,KLEINE WATERSTR.-SCHILDESTRAND,47177,29178
11039A22-,STEIJNHOEVEN,54778,38328
11039A23-,HEIDEMOLEN,44790,35229
11039A28-,DEN DRIJHOEK-ZUID,74119,48998
11039A29-,KOUWENBERG,46488,27099
11039B000,'S GRAVENWEZEL-CENTRUM,35867,26542
11039B01-,HERTEBOS,56343,36213
11039B02-,HOGE HAAR,NA,36341
11039B032,ZONNEBOS,63737,39528
11039B08-,'S GRAVENWEZEL-VERSPR. BEW. ZUID-WEST,60297,45714
11039B091,OUDAAN - LAGE HAAR,NA,27429
11039B10-,BELLEMONT,80848,41273
11039B19-,HOF TER LINDEN - DE ZETTEN,78786,36968
11040A00-,SCHOTEN-CENTRUM,33029,26966
11040A01-,SCHOTEN-CENTRUM-ZUID,32818,25613
11040A02-,SCHOTEN-CENTRUM ZUIDWEST,42376,30089
11040A03-,BORGEIND,33759,26832
11040A040,HEIKANT,35617,29809
11040A050,BLOEMENDAAL,40406,31406
11040A060,KLEINVELD,38655,30635
11040A072,BRAAM,37510,31677
11040A0AA,DE LIST,68133,38997
11040A0PA,VERBINDINGSGEBIED AMERO - VORDENSTEIN,65848,36817
11040A10-,DONK,37241,29806
11040A11-,SCHOTENHOF,56327,33005
11040A12-,WETSCHOT,43201,33591
11040A13-,BERKENRODE,49184,35505
11040A14-,KONINGSHOF,59143,37732
11040A182,PETAPPELTOREN,64215,40004
11040A191,SEPENBURG,47343,21835
11040A201,DEUZELD,33324,26722
11040A211,WITHOF,40482,31681
11040A222,WINKELSTAP,38910,28806
11040A232,KRUININGEN,32889,28062
11040A242,VOORSCHOTEN,31234,25710
11040A253,BOEKENBORG,35457,29829
11040A27-,ALBERTKANAAL-NOORD,34398,30310
11040A291,CALESBERG,42509,38909
11040A30-,ELSHOUT,46397,33898
11040A312,LAARSEBEEK,49386,40648
11040A322,KROMVEN,43156,27563
11040A381,BOTERMELK,137163,60006
11040A391,ZEURT,58139,36498
11040A40-,HEIDEBAD,41080,32864
11040A410,SAS 6,41780,31378
11040A480,ELSHOUTHEIDE,NA,NA
11040A490,ST.JOBSEBAAN - ZWAN,NA,NA
11040A50-,KLEINE BAREEL,NA,NA
11040A67-,ALBERTKANAAL-ZUID,36225,29379
11044A001,STABROEK-CENTRUM-WEST,35638,28613
11044A010,LASSENHOF - HOOGEIND,NA,30535
11044A02-,'S HERTOGENDIJK,46317,37725
11044A032,STABROEK-CENTRUM-OOST,39075,30761
11044A042,HAZEPAD,46841,36154
11044A0PN,FORT,49445,29678
11044A10-,PUTTE - DRIEHOEK,40535,32714
11044A112,PLANTIJN,44447,33653
11044A191,RAVENHOF,NA,NA
11044A21-,GALGEVELD - WATERSTRAAT,45481,34011
11044B001,HOEVENEN-CENTRUM,36142,29839
11044B012,WITVEN,42830,34258
11044B022,KREKELBERG,39163,31731
11044B091,POLDERS,56160,43074
11044B100,KREKELBERGSTRAAT - HOGE WEG,49545,37254
11044B11-,HOGEWEG - 'S HERTOGENDIJK,45517,37101
11044B19-,ETTENHOVENSE POLDER - VERSPREIDE BEWONING OOST,48874,39987
11050A000,WIJNEGEM-CENTRUM-NOORD,36277,29222
11050A01-,WIJNEGEM-CENTRUM-ZUID,35995,27783
11050A02-,KOOLSVELD,40340,30633
11050A03-,RUGGEVELD,41200,33271
11050A04-,ZEVENBUNDER,47706,34701
11050A052,FORT,50698,44493
11050A073,DEN HOEK,NA,NA
11050A08-,WIJNEGEM HOF,NA,NA
11050A091,ERTBRUGGE,NA,NA
11050A100,STOKERIJ,37476,30435
11050A110,MOLENHEIDE,41764,27317
11050A19-,VERBRANDE HOF,38170,27318
11050A274,DORENBOS,41156,33038
11052A00-,WOMMELGEM-CENTRUM,34950,27990
11052A010,KALLEMENT,42784,30684
11052A02-,SPORTCENTRUM - ST.-DAMIAANSTR.,37886,29407
11052A03-,DOORNAARDSTRAAT,46689,34892
11052A041,HERENTALSE BAAN,44709,35977
11052A052,VERBRANDE  LEI,43985,34104
11052A072,DOORNBOOM,30468,26473
11052A08-,KAPELLEVELD,35490,27139
11052A091,VERBRANDHOF - DE STOMME,40251,25028
11052A100,KANDONKLAAR,40191,29205
11052A110,VOGELZANG,40623,30803
11052A12-,VAN ASSCHESTRAAT,41108,35451
11052A180,GULKENRODE - FORT 2 - SCHRANSHOEVE - MOFFENHOEVE,40764,33697
11052A191,IMMERSEELVELD,NA,NA
11052A200,TERNESSELEI,39701,32522
11052A212,TIP,29474,23610
11052A28-,ROLLEBEEK-OOST,55253,40323
11052A290,GUDDEGEM,35568,27467
11052A3MA,SINT- JANS KAPEL,NA,NA
11052A3PA,BEEMDKANT-DE KEER,41286,30819
11053A000,WUUSTWEZEL-CENTRUM,33957,28070
11053A02-,BREKELEN,38486,30136
11053A03-,MOLENBERGEN,38451,31798
11053A04-,KRUISWEG,46531,28020
11053A052,RIJSVENNEN,34904,26916
11053A091,STERBOS,37500,29404
11053A101,GOOREIND-KERN,35882,27405
11053A11-,OUD GOOREIND,51770,41193
11053A122,GOOREIND - BREDABAAN,33948,26506
11053A132,GOED KOCH,42827,33031
11053A1AA,MARTENDIJK,50124,36857
11053A1BB,KEIENVEN,36937,26898
11053A1PA,AKKERVEKEN,53222,36724
11053A1QB,BOSDUIN,43000,35330
11053A21-,WESTDOORN-KERN,36726,28673
11053A29-,WESTDOORN-VERSPREIDE BEWONING,40356,31719
11053A381,WITGOOR,34955,29782
11053A391,WOLFSHEUVEL,NA,23389
11053A400,BRAKEN,39256,30873
11053A480,TEREIK,NA,27635
11053A49-,HUISHEUVEL - STEERTHEUVEL,32606,26898
11053A512,KRUISSTRAAT,50535,39817
11053A591,OUDERSEEL - HEIKEN,35980,31725
11053A610,DE VLOEIKENS,40123,29515
11053A622,HOFAKKER,47633,38470
11053A681,GINHOVEN - C.O. BOSSEN,39049,31217
11053B000,LOENHOUT-CENTRUM,35928,28988
11053B01-,NEERVEN,34733,26423
11053B022,MOLENAKKER,40431,34101
11053B033,HENNINGEN,46001,36321
11053B081,DE DONK - SPAPELHEIDE,41432,27566
11053B09-,SNEPPEL,35102,27781
11053B10-,TERBEEK,32224,21604
11053B18-,POPENDONK,34530,24545
11053B19-,HERSELING - VORSSINGERS,35608,23963
11054A00-,ZANDHOVEN-CENTRUM,35796,28067
11054A01-,SCHALIENHOF,36566,26398
11054A02-,ZANDHOVEN UITBREIDING-ZUID,45361,32830
11054A0AA,BOGAEREVELDEN,50028,38328
11054A0BA,DE STEVENS,42957,31893
11054A0CB,DRIEHOEKSTRAAT,44088,32502
11054A0PA,HOFEINDE,43786,34937
11054A0QB,DONK,38047,29537
11054A19-,HOOIDONK,37745,23722
11054B00-,PULDERBOS-CENTRUM,38309,29000
11054B01-,MOLENHEIDE,39112,31239
11054B022,VIESENBOS,48221,38157
11054B08-,DE ROOSTEN - DRAAIBOOM,41552,26485
11054B091,GROTE EN KLEINE HEIDE,37250,26684
11054C00-,PULLE-CENTRUM,39497,30990
11054C01-,ZANDHEIDE - KEULSE BAAN,44089,33924
11054C081,MENKHOEVEN - VROEGEINDE,41506,33307
11054C0AA,SLANGENBOS,47458,34136
11054C0PA,KRABBELS,NA,32104
11054C112,MENKHOEVEN-OOST,55508,38494
11054C19-,NEDERVIERSEL,NA,31690
11054D00-,VIERSEL-DORP,37836,30584
11054D08-,VEN,38335,26736
11054D0AA,HERENTALSEBAAN,51173,39282
11054D0PA,DE BERGEN,49285,40502
11054D19-,VIERSELDIJK,32596,31900
11054E00-,MASSENHOVEN-DORP,38782,29830
11054E01-,WATERSCHAP,36786,28935
11054E022,TULPENLAAN,39610,32480
11054E08-,LAMMERENBERG,39336,28997
11054E091,HOF VAN MASSENHOVEN,43792,34041
11055A000,ZOERSEL-CENTRUM,38472,28314
11055A02-,KREKELENBERG-VOORNE-MEERHEIDE,51565,37996
11055A03-,HET GELEG,55027,38609
11055A091,ZOERSELHOF,50357,35543
11055A0BP,KIEVIT,47256,34864
11055A0PN,EINHOVEN,42351,31912
11055A10-,SINT-ANTONIUS-KERN,32231,26293
11055A11-,SINT-ANTONIUS - KLINIEK,28620,22066
11055A142,JUKSCHOT,43098,35811
11055A152,DE KNOD,44241,35720
11055A181,KWIKAARD,25390,20173
11055A191,DE WELVAART,NA,36590
11055A213,RISSCHOT,47125,33859
11055A224,ZOERSELHOEK,51578,38255
11055A235,SCHRIEKHEIDE,49489,36619
11055A242,SCHRIEKBOS,66203,41252
11055A293,ZOERSELBOS,NA,38466
11055A313,KAPELLENHOF,52357,32469
11055B000,HALLE-CENTRUM,39438,29841
11055B010,LIEFKENSHOEK,52769,40781
11055B02-,DRIESHEIDE,46557,34336
11055B030,KATTENBERG,42497,34669
11055B080,MOLENEINDE,34282,25173
11055B090,HOOIDONKEINDE,44415,31901
11055B110,DE PLOEG,48185,33756
11055B120,HEIDEHOEVEN,46952,36244
11056A00-,ZWIJNDRECHT-CENTRUM,35059,27554
11056A01-,ZWIJNDRECHT-CENTRUM-OOST,35941,28315
11056A02-,OUDE MOLENKOUTER,31104,24138
11056A03-,H.GEESTHOEK,44902,35082
11056A04-,KAPELLENKOUTER,55027,39031
11056A05-,MOLENSTRAAT,38979,32487
11056A081,VLIET,44720,32381
11056A091,ZWIJNDRECHT - VERSPR. BEW. - WEST EN ZUIDWEST,41608,32990
11056A210,LAARKOUTER,36162,30217
11056A220,HEIKEN,39696,32541
11056A312,NEERBROEK,44577,34895
11056A412,VROMENHOVE,42566,30923
11056B00-,BURCHT-DORP,36272,28630
11056B01-,KRABBENHOEK,37901,30276
11056B02-,KRUIBEEKSE STEENWEG,35794,30799
11056B032,'T HOEKSEN,47300,39530
11056B053,BOSKOUTER,40530,29970
11056B072,NEUZENBERG,NA,NA
11056B091,FORT VAN KRUIBEKE - SLIJKHOEK,38734,33315
11056B17-,HEIDAM,31564,29193
11056B273,OEVERKANT,NA,39500
11057A00-,WESTMALLE-CENTRUM,31706,24786
11057A010,WESTMALLE - DORPSKOM-OOST,34814,28813
11057A02-,KRUISPUNT,39607,31894
11057A03-,RUSTHUIS ZUSTERS,34063,26785
11057A042,GROOTAKKER,40704,36251
11057A091,SCHUUROVEN,37995,29509
11057A10-,SCHERPENBERG,45090,33491
11057A110,MOSTHEUVEL,57482,37466
11057A132,FABRIEK MINTJENS,45804,32516
11057A191,NOOITRUST,19857,17377
11057A3MW,INDUSTRIE WEST,36850,26433
11057A3PW,SCHEPERSDIJK,54276,39547
11057B00-,OOSTMALLE-CENTRUM,29494,25005
11057B02-,HAARD - MEIR,41231,33309
11057B04-,HOOGSTRAATSEBAAN,37857,29828
11057B0MA,INDUSTRIE OOST,NA,NA
11057B0PA,RANDGEBIED OOSTMALLE,42846,35200
11057B1PN,BLOMMERSCHOT - SALPHEN,NA,31458
11057B212,HOGE WARANDE,41610,36543
11057B22-,SINT-LENAARTSE BAAN - DE DAAD,34391,26584
11057B233,OOSTMALLE VERKAVELING NOORD,41822,31235
11057B314,KWAADLINDE,47765,36145
11057B32-,MOLENEIDE,39882,31196
11057B335,VOGELZANG - HAARD II,49816,36244
12002A001,BERLAAR - CENTRUM,31183,24520
12002A012,BERLAAR - CENTRUM-ZUID,37385,29309
12002A023,PLAS,34866,29292
12002A0AB,ELZENHOEK,41280,34074
12002A0PB,ALFLAAR - PLASLOOP,43702,33301
12002A19-,GESTEL,NA,31326
12002A200,HEIKANT,36315,29356
12002A21-,MELKOUWEN,42263,32883
12002A29-,GANGELBERG,44743,32115
12002A300,MOLENHOEK-KERN,37615,28833
12002A3MA,HELLEGAT,NA,29761
12002A3PA,BRANDESTRAAT - SCHAARBROEK,42248,30980
12005A000,BONHEIDEN-CENTRUM,39325,28220
12005A01-,VAGEVUUR - IMELDAKLINIEK,56052,36596
12005A02-,OTTERSKOEK - DORSTVELD,60284,38371
12005A032,VENNEBOSSEN - CARDIJN,47274,34392
12005A081,BERENTRODE,NA,36027
12005A091,VIJVERSTEEN,47811,29096
12005A100,PUTSE STEENWEG - SINT-LUDWINA,45470,34065
12005A11-,DIEDONKEN,43211,32730
12005A122,BEFFERVELDEN,54525,36891
12005A183,MECHELS BROEK,NA,NA
12005A190,ZELLAER-GROOTHOEVE,50867,35976
12005B00-,RIJMENAM-CENTRUM,33799,26170
12005B01-,HEIDE,57989,36330
12005B022,KLOOSTERSTRAAT,40539,35868
12005B0PN,HOLLAKEN - CASSENBROEK,46856,34598
12005B18-,HARENT,63187,38292
12005B191,PEULIS-VERSPREIDE BEWONING,42442,35408
12005B202,MART,60362,39717
12005B291,WUINES,53927,35064
12005B39-,DOORNLAAR,42822,31071
12007A001,BORNEM-CENTRUM,34164,27568
12007A01-,HOUTENMOLEN,37552,28846
12007A021,GROTE HEIDE(ST.BERNARDUSABDIJ),42341,33132
12007A032,RIJKENHOEK - DRIES,27235,21183
12007A043,OVER STATION,41809,32598
12007A052,DOREGEM,47009,35934
12007A073,INDUSTRIEPARK,40991,31567
12007A081,BORNEM-VERSPREIDE BEWONING,51156,38339
12007A09-,SCHELDEPOLDERS,48392,30895
12007A100,BRANST,40461,32114
12007A112,KRAAIHOEVE,58914,45444
12007A122,BRANDHEIDE,41021,33057
12007A183,KRAAIENBROEKEN(BORNEM),NA,NA
12007A191,LUIPEGEM,NA,33552
12007B00-,HINGENE-CENTRUM,44925,33320
12007B012,T ZAND - WATERINGEN,52132,43493
12007B081,HINGENE-VERSPREIDE BEWONING,49323,37604
12007B09-,POLDERS,46999,33620
12007B100,WINTHAM,39989,31024
12007B20-,EIKEVLIET-KERN,40831,30900
12007B29-,EIKEVLIET-VERSPREIDE BEWONING,NA,28053
12007B3MA,KLEYN MECHELEN VELD - LODDERHEYDE,NA,NA
12007B3PA,BRANDERVELD EN SCHOONAERDEN,44985,33938
12007C00-,MARIEKERKE-CENTRUM,37104,30142
12007C01-,HEIKANT,40817,32376
12007C082,MEERS,NA,NA
12007C091,KRAAIENBROEKEN(MARIEKERKE),NA,54037
12007D00-,WEERT-KERN,45461,31848
12007D09-,SCHELDEPOLDERS,53268,38294
12009A000,DUFFEL-CENTRUM-WEST,32128,24813
12009A012,BEUNT,49826,38958
12009A023,VELEPLAS,40579,31761
12009A031,TER ELST,35516,30056
12009A041,SPORTCENTRUM-WEST,38721,34138
12009A054,RECHTSTRAAT,33403,26872
12009A072,INDUSTRIE,NA,30581
12009A0MA,ROETAARDVELDEN,NA,29906
12009A0PA,DUFFELSE BOSSEN,53304,36180
12009A10-,MIJLSTRAAT - KERN,41608,34041
12009A19-,MIJLSTRAAT-VERSPREIDE BEWONING,47633,35312
12009A200,DUFFEL-CENTRUM-OOST,29754,24189
12009A211,PERWIJS,38121,30226
12009A221,MECHELSE BAAN,44612,32393
12009A232,ZANDSTRAAT,52594,25976
12009A282,VOOGDIJ,50327,37864
12009A293,NAALSTRAAT,48135,36671
12009A313,GANZENKOOR,43899,33583
12009A322,ROOIENBERG-WEST,34845,21568
12014A001,BERG-CENTRUM,35296,27437
12014A01-,HEIST-OP-DEN-BERG -STATIONSTR.,34313,25929
12014A022,HEIST-OP-DEN-BERG -CENTRUM,39094,26664
12014A033,OUDE TUINWIJK,31805,26219
12014A042,BERG - WATERTOREN,47246,32432
12014A053,HOF VAN RIEMEN,38006,30294
12014A0MB,INDUSTRIE TEN BOS,38386,31793
12014A0PB,SPORTCENTRUM LOSTRAAT,38642,29910
12014A19-,BRUGGENEINDE,NA,32125
12014A202,ZONDERSCHOT-KERN,39922,33134
12014A291,ZONDERSCHOT-VERSPREIDE BEW.,39966,31294
12014A30-,GOOR,34654,26700
12014A31-,ACHTERHEIDE,42414,34193
12014A322,RASHOEVE,41299,35869
12014A391,STEENPUTTEN,41594,31241
12014A49-,MUNKSBOSSEN,42084,31543
12014A50-,HEILIG - HART,32463,27621
12014A51-,WERF,NA,42262
12014A522,KRUISPUNT - MORETUS,39296,27685
12014A5MA,INDUSTRIE HEISTSEN HOEK,39095,29720
12014A5PA,WERFT OF DE BIEKORF,48590,42962
12014B000,HALLAAR-KERN,39440,31526
12014B012,SPEK,40216,30955
12014B023,BOONMARKT,30709,22663
12014B091,HALLAAR-VESPREIDE BEWONING,40288,32279
12014C00-,ITEGEM-CENTRUM,35187,27713
12014C01-,ITEGEM-CENTRUM-WEST,38078,30780
12014C022,GANZENAKKER,47959,28958
12014C033,ISSCHOT,44706,34679
12014C044,BEVELSE STEENWEG,36684,31207
12014C091,ITEGEM-VERSPREIDE BEWONING,37555,29212
12014C10-,ASSCHOP,37826,34093
12014C19-,HEESTEN,42976,30496
12014D001,WIEKEVORST-KERN,33300,24939
12014D010,WIEKEVORST-UITBREIDING-ZUIDUID,39617,30816
12014D022,WITTE GRACHT,NA,29348
12014D08-,WIEKEVORST -VERSPR. BEW. -OOST,NA,33855
12014D090,WIEKEVORST-VERSPR.BEW.-NOORDW.,37351,30730
12014E001,BOOISCHOT-CENTRUM,35700,27373
12014E01-,BOOISCHOT -STATION-N. -SPOORW.,38467,28887
12014E022,HOEK,43763,32655
12014E032,HEIVELDEN,38362,30877
12014E091,BOOISCHOT-VERSPREIDE BEWONING,38820,29404
12014E10-,PIJPELHEIDE-KERN,32398,26505
12014E11-,BOOISCHOT -STATION-Z. -SPOORW.,37142,30640
12014E122,MOER,41613,34639
12014E191,PIJPELHEIDE - VERSPREIDE BEW.,37295,29072
12014E29-,KERKEBOSSEN,44027,26590
12014F000,SCHRIEK-CENTRUM,33399,26517
12014F01-,NIEUWE WIJK,37831,29620
12014F022,KAPELLEKESDREEF,43281,32873
12014F091,SCHRIEK-VERSPREIDE BEWONING,39599,30894
12014F10-,GROOTLO-KERN,36784,30026
12014F18-,KOUWLEZEN,34086,29317
12014F19-,DONKEN,46122,35328
12021A00-,LIER-CENTRUM-WEST,29632,22981
12021A01-,LIER-CENTRUM-OOST,33180,25906
12021A02-,BINNENRAND-OOST,32754,26172
12021A03-,BINNENRAND-WEST,34584,26039
12021A04-,WAVERSESTEENWEG,35357,26391
12021A051,BOOMLAAR,37349,30266
12021A101,HEILIGE FAMILIE-WEST,34391,25916
12021A111,KLOOSTERHEIDE,32137,23049
12021A122,BIST,45453,37700
12021A132,HEILIGE FAMILIE-OOST,38057,31975
12021A18-,NAZARET,NA,30836
12021A19-,FORT,41498,31528
12021A200,MECHELSESTEENWEG-OOST,37591,29010
12021A212,MECHELSESTEENWEG-WEST,44856,31916
12021A291,LACHENEN - PULLAAR,40114,29693
12021A301,BOGERSE VELDEN,33774,27461
12021A311,ZEVENBERGEN,48488,36778
12021A322,AUSTRALIE,31260,24007
12021A333,PANNENHUIS,45287,35696
12021A342,DONK,37577,29127
12021A353,KLAPLAAR,33370,30280
12021A40-,LISP,35257,28839
12021A411,SINT-BERNARDUS,35740,26461
12021A422,BELLE VUE,44517,34843
12021A473,INDUSTRIE,37058,28891
12021A4MA,ZEVENBERGEN,NA,NA
12021A4PA,LIER NOORD-WEST,41176,33210
12021A512,BEUNT,53939,39733
12021B000,KONINGSHOOIKT-KERN,34335,27631
12021B012,KONINGSBOS - MOLENVELD,54539,38250
12021B023,T LAMMEKEN,NA,33509
12021B0MA,AARSCHOTSESTEENWEG ZUID,NA,32250
12021B0PA,TALLAART - HAZENDONK,44243,30317
12025A00-,MECHELEN-CENTRUM - GROTE MARKT,30852,20844
12025A011,VLIETSE,39288,28641
12025A02-,WINKELCENTRUM-(BRUUL-IJZ.LEEN),32848,24236
12025A031,MELAAN,36945,26647
12025A041,AARTSBISDOM,46167,34950
12025A05-,GASTHUIS,33518,25217
12025A06-,ONZE-LIEVE-VROUWKERK,32864,24516
12025A10-,MECHELEN - STATIONSWIJK,41690,28593
12025A11-,COMET - KONINGIN ASTRIDLAAN,39506,29320
12025A12-,WINKETBURG - KOOLSTRAAT,38826,29945
12025A131,BETHANIENPOLDER - KERN,21046,19242
12025A182,BETHANIENPOLDER - DIJLE,44181,41129
12025A192,STUIVENBERG - VERSPREIDE BEW.,50198,50407
12025A20-,PENNEPOEL,31775,25856
12025A21-,KLEIN MALINOIS,37875,31044
12025A22-,KAZERNE,37783,30508
12025A23-,MONTREAL,43136,33954
12025A245,LIERSE STEENWEG,33535,26967
12025A256,KAUWENDAAL,52333,40354
12025A297,KAUWENDAAL-VERSPREIDE BEWONING,23220,18490
12025A301,NEKKERSPOEL - BEERPUTTEN,31284,26290
12025A31-,PAPENHOF,45147,37822
12025A32-,GROTE NIEUWENDIJK,33677,27094
12025A332,NEKKERSPOEL -LAKENMAKERSSTRAAT,34371,28529
12025A342,PASBURG,36749,28539
12025A39-,MECHELSBROEK,NA,NA
12025A401,HOMBEEKSE STEENW. -SCHONENBERG,35524,28074
12025A410,KRUISBAAN,40061,31533
12025A42-,RIDDER DESSAINLAAN,39938,31406
12025A430,NIEUWE WATERTOREN,40064,29413
12025A441,STUIVENBERG,54144,39485
12025A45-,ZEMSTBAAN,47401,35150
12025A462,SINT-JAN BERCHMANS,38195,29731
12025A470,INDUSTRIEPARK-ZUID,43390,37706
12025A480,HALFGALG,51621,55841
12025A49-,VRIJBROEKPARK,NA,NA
12025A50-,TERVUURSEDREEF-HANSWIJKS HOEK,42384,33702
12025A51-,VOETBALSTADION,41082,32798
12025A521,ESDOORN,38020,29464
12025A532,GEERDEGEMVELD,28782,20666
12025A57-,JUBELLAAN - INDUSTRIE,39479,28180
12025A580,BAREBEEK,30358,21241
12025A60-,SABBESTRAAT - SCHIJFSTRAAT,30250,25629
12025A61-,OUD-OEFENPLEIN,23384,19497
12025A620,OUD-ANTWERPSE BAAN,31671,26692
12025A631,KATANGA,30963,23833
12025A64-,OTTERBEEK,32274,23705
12025A662,GALGEBERG,33944,28697
12025A67-,INDUSTRIEPARK-NOORD,33574,28168
12025A690,DE HOLM,26992,24793
12025A6MJ,VROUWVLIET,42571,31432
